"Pais","Region","fecha","idEmail","TotalRecipients","bounce","SuccessfulRecipients","uniqueOpens","OpenRate","uniqueClicks","consideracion","satisfaccion","anio","mes","dia","nombreDia","mesNombre"
"Uruguay","Sudamérica",2016-08-28,"EAuL11990sNcC27",29,4,25,11,0.44,19,2,8,2016,8,28,"Domingo","Agosto"
"Paraguay","Sudamérica",2016-08-17,"EAuL11938rDhH32",28,7,21,8,0.38,12,4,10,2016,8,17,"Miércoles","Agosto"
"Paraguay","Sudamérica",2016-04-21,"EAuL12080mHtT62",34,8,26,14,0.54,5,4,6,2016,4,21,"Jueves","Abril"
"Uruguay","Sudamérica",2015-06-07,"EAuL12076yKyY32",87,30,57,35,0.61,19,2,10,2015,6,7,"Domingo","Junio"
"Uruguay","Sudamérica",2016-05-01,"EAuL12121rApP76",18,7,11,8,0.73,2,3,9,2016,5,1,"Domingo","Mayo"
"Venezuela","Sudamérica",2015-10-10,"EAuL11806cQiI54",15,5,10,7,0.7,21,2,3,2015,10,10,"Sábado","Octubre"
"Ecuador","Sudamérica",2016-09-12,"EAuL12003rLiI84",27,4,23,6,0.26,14,3,10,2016,9,12,"Lunes","Septiembre"
"Paraguay","Sudamérica",2015-01-05,"EAuL12024fAmM94",55,10,45,15,0.33,16,1,8,2015,1,5,"Lunes","Enero"
"Bolivia","Sudamérica",2015-01-08,"EAuL12052kUaA109",49,21,28,26,0.93,8,5,8,2015,1,8,"Jueves","Enero"
"Ecuador","Sudamérica",2015-07-21,"EAuL12140sZvV35",102,33,69,41,0.59,22,4,10,2015,7,21,"Martes","Julio"
"Bolivia","Sudamérica",2015-09-01,"EAuL12162yMtT64",91,29,62,34,0.55,27,2,7,2015,9,1,"Martes","Septiembre"
"Uruguay","Sudamérica",2016-11-02,"EAuL11886yKpP31",85,34,51,40,0.78,19,3,3,2016,11,2,"Miércoles","Noviembre"
"Uruguay","Sudamérica",2016-12-12,"EAuL11919vMyY88",17,3,14,5,0.36,23,4,2,2016,12,12,"Lunes","Diciembre"
"Bolivia","Sudamérica",2016-09-15,"EAuL12067bMkK44",57,23,34,30,0.88,30,3,9,2016,9,15,"Jueves","Septiembre"
"Venezuela","Sudamérica",2016-01-14,"EAuL11800gYaA87",65,16,49,22,0.45,15,1,9,2016,1,14,"Jueves","Enero"
"Paraguay","Sudamérica",2015-06-29,"EAuL11930yVzZ25",76,21,55,28,0.51,6,1,5,2015,6,29,"Lunes","Junio"
"Venezuela","Sudamérica",2016-03-03,"EAuL12176vGqQ21",88,33,55,40,0.73,2,4,9,2016,3,3,"Jueves","Marzo"
"Ecuador","Sudamérica",2015-06-16,"EAuL11988yPwW15",100,37,63,45,0.71,28,3,9,2015,6,16,"Martes","Junio"
"Uruguay","Sudamérica",2015-06-17,"EAuL11980sSzZ86",88,28,60,34,0.57,4,4,9,2015,6,17,"Miércoles","Junio"
"Uruguay","Sudamérica",2015-11-19,"EAuL11966mQyY91",119,42,77,48,0.62,20,2,8,2015,11,19,"Jueves","Noviembre"
"Paraguay","Sudamérica",2015-04-29,"EAuL12075vOiI59",51,13,38,18,0.47,26,5,9,2015,4,29,"Miércoles","Abril"
"Bolivia","Sudamérica",2016-07-10,"EAuL11911rGfF108",34,3,31,5,0.16,16,1,3,2016,7,10,"Domingo","Julio"
"Paraguay","Sudamérica",2016-03-26,"EAuL11790oYnN49",79,25,54,30,0.56,25,4,9,2016,3,26,"Sábado","Marzo"
"Paraguay","Sudamérica",2015-11-29,"EAuL11771zXzZ62",80,25,55,33,0.6,7,2,1,2015,11,29,"Domingo","Noviembre"
"Bolivia","Sudamérica",2015-02-12,"EAuL12038rHqQ610",90,29,61,37,0.61,19,4,8,2015,2,12,"Jueves","Febrero"
"Uruguay","Sudamérica",2016-06-22,"EAuL12147qOpP37",82,28,54,33,0.61,21,4,1,2016,6,22,"Miércoles","Junio"
"Ecuador","Sudamérica",2015-10-24,"EAuL11938pMyY28",21,7,14,8,0.57,9,4,4,2015,10,24,"Sábado","Octubre"
"Uruguay","Sudamérica",2016-01-10,"EAuL12026wOqQ38",70,21,49,28,0.57,22,4,9,2016,1,10,"Domingo","Enero"
"Uruguay","Sudamérica",2016-06-29,"EAuL12103vOmM15",70,25,45,31,0.69,12,5,1,2016,6,29,"Miércoles","Junio"
"Paraguay","Sudamérica",2016-11-10,"EAuL11991gYkK69",68,28,40,36,0.9,2,1,9,2016,11,10,"Jueves","Noviembre"
"Paraguay","Sudamérica",2016-02-18,"EAuL11900uEcC17",65,20,45,27,0.6,12,2,7,2016,2,18,"Jueves","Febrero"
"Venezuela","Sudamérica",2015-01-27,"EAuL11888bDwW1010",45,14,31,22,0.71,29,5,1,2015,1,27,"Martes","Enero"
"Uruguay","Sudamérica",2016-01-22,"EAuL12009fNqQ27",86,38,48,44,0.92,20,5,3,2016,1,22,"Viernes","Enero"
"Venezuela","Sudamérica",2015-03-29,"EAuL11894hSrR31",22,8,14,13,0.93,30,3,10,2015,3,29,"Domingo","Marzo"
"Uruguay","Sudamérica",2016-12-08,"EAuL11923lYoO17",44,7,37,14,0.38,29,4,7,2016,12,8,"Jueves","Diciembre"
"Venezuela","Sudamérica",2015-10-25,"EAuL11977oJzZ57",17,5,12,11,0.92,25,1,9,2015,10,25,"Domingo","Octubre"
"Ecuador","Sudamérica",2015-11-21,"EAuL12051hKzZ109",43,8,35,9,0.26,14,3,8,2015,11,21,"Sábado","Noviembre"
"Paraguay","Sudamérica",2016-07-12,"EAuL12042lJuU86",65,27,38,34,0.89,20,1,2,2016,7,12,"Martes","Julio"
"Venezuela","Sudamérica",2015-09-26,"EAuL11955hYoO96",34,9,25,14,0.56,14,2,7,2015,9,26,"Sábado","Septiembre"
"Bolivia","Sudamérica",2016-11-01,"EAuL11856fIaA83",29,6,23,8,0.35,5,3,10,2016,11,1,"Martes","Noviembre"
"Paraguay","Sudamérica",2016-09-11,"EAuL11850nKkK910",66,25,41,30,0.73,1,2,8,2016,9,11,"Domingo","Septiembre"
"Bolivia","Sudamérica",2015-09-13,"EAuL11993yTlL47",42,11,31,17,0.55,4,1,10,2015,9,13,"Domingo","Septiembre"
"Paraguay","Sudamérica",2015-03-11,"EAuL11960rXsS46",49,18,31,23,0.74,3,5,4,2015,3,11,"Miércoles","Marzo"
"Venezuela","Sudamérica",2015-03-22,"EAuL12100fGaA18",95,38,57,46,0.81,8,3,8,2015,3,22,"Domingo","Marzo"
"Venezuela","Sudamérica",2015-02-28,"EAuL12104rStT109",104,38,66,46,0.7,12,5,3,2015,2,28,"Sábado","Febrero"
"Bolivia","Sudamérica",2015-01-01,"EAuL12082jQxX58",88,29,59,36,0.61,5,5,3,2015,1,1,"Jueves","Enero"
"Paraguay","Sudamérica",2016-09-14,"EAuL12102tJlL610",25,5,20,13,0.65,29,1,4,2016,9,14,"Miércoles","Septiembre"
"Paraguay","Sudamérica",2015-06-05,"EAuL11993yZvV36",22,4,18,6,0.33,16,1,1,2015,6,5,"Viernes","Junio"
"Ecuador","Sudamérica",2015-04-26,"EAuL11761oRnN87",112,38,74,45,0.61,25,4,6,2015,4,26,"Domingo","Abril"
"Bolivia","Sudamérica",2016-01-15,"EAuL12031yAaA81",79,25,54,33,0.61,26,2,2,2016,1,15,"Viernes","Enero"
"Paraguay","Sudamérica",2016-05-05,"EAuL11991bGiI98",107,42,65,48,0.74,13,2,2,2016,5,5,"Jueves","Mayo"
"Venezuela","Sudamérica",2015-05-31,"EAuL12089dSnN66",62,15,47,21,0.45,15,4,6,2015,5,31,"Domingo","Mayo"
"Ecuador","Sudamérica",2015-08-24,"EAuL12030lMpP59",81,27,54,33,0.61,23,5,1,2015,8,24,"Lunes","Agosto"
"Ecuador","Sudamérica",2015-10-03,"EAuL12023eFmM98",81,29,52,36,0.69,23,3,6,2015,10,3,"Sábado","Octubre"
"Venezuela","Sudamérica",2016-05-30,"EAuL12138vSpP52",66,29,37,36,0.97,8,1,4,2016,5,30,"Lunes","Mayo"
"Paraguay","Sudamérica",2016-01-13,"EAuL12084dYvV37",89,38,51,46,0.9,4,1,6,2016,1,13,"Miércoles","Enero"
"Paraguay","Sudamérica",2015-04-28,"EAuL12092lFhH103",63,19,44,24,0.55,26,5,7,2015,4,28,"Martes","Abril"
"Ecuador","Sudamérica",2015-06-13,"EAuL12025lOjJ53",48,8,40,13,0.32,26,5,5,2015,6,13,"Sábado","Junio"
"Uruguay","Sudamérica",2015-07-10,"EAuL11973nTfF65",55,23,32,29,0.91,13,4,4,2015,7,10,"Viernes","Julio"
"Paraguay","Sudamérica",2016-04-29,"EAuL11987oFxX27",25,7,18,8,0.44,27,3,2,2016,4,29,"Viernes","Abril"
"Venezuela","Sudamérica",2016-02-17,"EAuL12028sJbB76",23,5,18,6,0.33,20,1,7,2016,2,17,"Miércoles","Febrero"
"Ecuador","Sudamérica",2016-02-07,"EAuL11961aQeE44",109,41,68,46,0.68,20,1,5,2016,2,7,"Domingo","Febrero"
"Venezuela","Sudamérica",2016-11-08,"EAuL11993oGeE93",108,36,72,44,0.61,26,2,5,2016,11,8,"Martes","Noviembre"
"Venezuela","Sudamérica",2015-12-25,"EAuL11894aMyY67",57,10,47,18,0.38,16,3,9,2015,12,25,"Viernes","Diciembre"
"Venezuela","Sudamérica",2015-04-19,"EAuL12183vMlL96",43,10,33,18,0.55,26,5,6,2015,4,19,"Domingo","Abril"
"Ecuador","Sudamérica",2015-02-05,"EAuL11951aHnN17",42,5,37,7,0.19,20,5,1,2015,2,5,"Jueves","Febrero"
"Paraguay","Sudamérica",2015-06-04,"EAuL11913lYbB36",62,23,39,28,0.72,25,4,4,2015,6,4,"Jueves","Junio"
"Paraguay","Sudamérica",2015-05-20,"EAuL11987eAvV38",83,28,55,36,0.65,1,3,9,2015,5,20,"Miércoles","Mayo"
"Ecuador","Sudamérica",2015-12-02,"EAuL12106gXfF36",28,10,18,17,0.94,14,4,8,2015,12,2,"Miércoles","Diciembre"
"Uruguay","Sudamérica",2015-05-13,"EAuL12098wVkK83",24,7,17,13,0.76,13,1,8,2015,5,13,"Miércoles","Mayo"
"Paraguay","Sudamérica",2015-12-01,"EAuL11813jPjJ17",38,6,32,8,0.25,23,5,10,2015,12,1,"Martes","Diciembre"
"Bolivia","Sudamérica",2016-11-08,"EAuL11922nSkK58",106,38,68,46,0.68,29,2,3,2016,11,8,"Martes","Noviembre"
"Ecuador","Sudamérica",2015-08-14,"EAuL12081nEbB72",56,11,45,19,0.42,22,4,10,2015,8,14,"Viernes","Agosto"
"Bolivia","Sudamérica",2015-09-25,"EAuL12065dMuU16",48,17,31,22,0.71,20,4,6,2015,9,25,"Viernes","Septiembre"
"Bolivia","Sudamérica",2016-11-30,"EAuL11989nQnN51",79,23,56,31,0.55,19,2,5,2016,11,30,"Miércoles","Noviembre"
"Venezuela","Sudamérica",2015-05-28,"EAuL12048lVmM68",64,25,39,30,0.77,28,5,5,2015,5,28,"Jueves","Mayo"
"Bolivia","Sudamérica",2015-07-14,"EAuL11997vZwW17",15,4,11,6,0.55,9,3,7,2015,7,14,"Martes","Julio"
"Paraguay","Sudamérica",2016-02-26,"EAuL11969hVxX44",101,34,67,42,0.63,8,1,10,2016,2,26,"Viernes","Febrero"
"Ecuador","Sudamérica",2015-05-10,"EAuL12055iDaA110",56,17,39,23,0.59,26,2,1,2015,5,10,"Domingo","Mayo"
"Bolivia","Sudamérica",2016-03-29,"EAuL11998qNyY15",73,29,44,35,0.8,15,5,3,2016,3,29,"Martes","Marzo"
"Uruguay","Sudamérica",2016-06-23,"EAuL11853zGyY36",39,7,32,9,0.28,23,5,5,2016,6,23,"Jueves","Junio"
"Uruguay","Sudamérica",2016-03-12,"EAuL12304eXgG28",53,11,42,17,0.4,26,1,4,2016,3,12,"Sábado","Marzo"
"Bolivia","Sudamérica",2015-02-26,"EAuL12130uQhH39",100,32,68,39,0.57,6,2,10,2015,2,26,"Jueves","Febrero"
"Ecuador","Sudamérica",2016-04-11,"EAuL11928oSaA66",46,14,32,21,0.66,1,2,1,2016,4,11,"Lunes","Abril"
"Ecuador","Sudamérica",2015-12-05,"EAuL11892sQeE77",50,18,32,23,0.72,19,5,9,2015,12,5,"Sábado","Diciembre"
"Bolivia","Sudamérica",2015-10-01,"EAuL11962dIxX67",43,7,36,8,0.22,4,1,5,2015,10,1,"Jueves","Octubre"
"Paraguay","Sudamérica",2015-12-29,"EAuL11903nSuU101",83,35,48,41,0.85,18,5,6,2015,12,29,"Martes","Diciembre"
"Paraguay","Sudamérica",2016-12-23,"EAuL12018qRnN58",73,24,49,32,0.65,9,4,7,2016,12,23,"Viernes","Diciembre"
"Bolivia","Sudamérica",2016-04-19,"EAuL12246pUfF82",87,30,57,36,0.63,22,1,9,2016,4,19,"Martes","Abril"
"Venezuela","Sudamérica",2015-04-30,"EAuL11848wKfF14",50,17,33,24,0.73,18,3,7,2015,4,30,"Jueves","Abril"
"Ecuador","Sudamérica",2016-01-22,"EAuL12027eXrR92",67,22,45,29,0.64,8,3,4,2016,1,22,"Viernes","Enero"
"Uruguay","Sudamérica",2016-02-02,"EAuL11939mOlL29",66,28,38,36,0.95,15,2,4,2016,2,2,"Martes","Febrero"
"Bolivia","Sudamérica",2015-07-16,"EAuL11842lRpP44",105,40,65,48,0.74,24,4,3,2015,7,16,"Jueves","Julio"
"Paraguay","Sudamérica",2016-12-14,"EAuL11977vVmM78",40,7,33,15,0.45,1,2,6,2016,12,14,"Miércoles","Diciembre"
"Uruguay","Sudamérica",2015-04-18,"EAuL12166bNdD34",44,18,26,25,0.96,22,3,10,2015,4,18,"Sábado","Abril"
"Paraguay","Sudamérica",2016-03-23,"EAuL12029rGgG88",112,40,72,46,0.64,17,2,8,2016,3,23,"Miércoles","Marzo"
"Ecuador","Sudamérica",2016-07-12,"EAuL12086dBxX17",62,18,44,25,0.57,23,1,4,2016,7,12,"Martes","Julio"
"Ecuador","Sudamérica",2016-12-19,"EAuL11958tSeE1010",55,18,37,25,0.68,4,4,8,2016,12,19,"Lunes","Diciembre"
"Ecuador","Sudamérica",2015-11-26,"EAuL12174aObB109",59,18,41,25,0.61,2,3,4,2015,11,26,"Jueves","Noviembre"
"Paraguay","Sudamérica",2015-06-24,"EAuL11914vOkK61",108,37,71,45,0.63,14,4,6,2015,6,24,"Miércoles","Junio"
"Uruguay","Sudamérica",2016-03-02,"EAuL11838rFiI710",88,39,49,45,0.92,19,5,1,2016,3,2,"Miércoles","Marzo"
"Ecuador","Sudamérica",2016-11-21,"EAuL12078hGyY15",69,22,47,30,0.64,4,1,4,2016,11,21,"Lunes","Noviembre"
"Bolivia","Sudamérica",2015-05-22,"EAuL12010hPzZ83",74,26,48,34,0.71,28,4,7,2015,5,22,"Viernes","Mayo"
"Bolivia","Sudamérica",2015-01-10,"EAuL11979rMgG43",42,5,37,11,0.3,29,2,4,2015,1,10,"Sábado","Enero"
"Uruguay","Sudamérica",2016-11-11,"EAuL12007uBqQ105",89,40,49,47,0.96,24,2,2,2016,11,11,"Viernes","Noviembre"
"Paraguay","Sudamérica",2015-10-25,"EAuL12120nBfF46",52,13,39,19,0.49,14,5,3,2015,10,25,"Domingo","Octubre"
"Uruguay","Sudamérica",2015-02-15,"EAuL11814aBkK13",35,12,23,17,0.74,29,5,4,2015,2,15,"Domingo","Febrero"
"Paraguay","Sudamérica",2016-01-08,"EAuL11941bWrR29",94,43,51,49,0.96,21,1,1,2016,1,8,"Viernes","Enero"
"Uruguay","Sudamérica",2015-12-28,"EAuL12049sEfF310",104,35,69,40,0.58,5,4,10,2015,12,28,"Lunes","Diciembre"
"Ecuador","Sudamérica",2015-12-09,"EAuL12176fVgG74",67,20,47,27,0.57,15,3,7,2015,12,9,"Miércoles","Diciembre"
"Paraguay","Sudamérica",2016-04-17,"EAuL12078yXmM99",49,19,30,27,0.9,18,2,7,2016,4,17,"Domingo","Abril"
"Bolivia","Sudamérica",2015-03-04,"EAuL11771zKzZ31",33,13,20,18,0.9,25,5,7,2015,3,4,"Miércoles","Marzo"
"Ecuador","Sudamérica",2016-06-08,"EAuL12291kXuU66",38,12,26,20,0.77,8,3,7,2016,6,8,"Miércoles","Junio"
"Ecuador","Sudamérica",2015-11-25,"EAuL11706xRtT23",101,40,61,48,0.79,21,3,7,2015,11,25,"Miércoles","Noviembre"
"Uruguay","Sudamérica",2015-08-10,"EAuL12062mFvV36",89,31,58,38,0.66,23,5,4,2015,8,10,"Lunes","Agosto"
"Venezuela","Sudamérica",2016-12-14,"EAuL11956oNvV103",47,7,40,12,0.3,1,2,3,2016,12,14,"Miércoles","Diciembre"
"Paraguay","Sudamérica",2016-01-22,"EAuL11965sIpP21",48,5,43,13,0.3,23,2,9,2016,1,22,"Viernes","Enero"
"Ecuador","Sudamérica",2015-02-14,"EAuL11879eMuU17",64,17,47,25,0.53,23,2,10,2015,2,14,"Sábado","Febrero"
"Paraguay","Sudamérica",2015-09-19,"EAuL11827pWnN710",63,28,35,33,0.94,29,2,3,2015,9,19,"Sábado","Septiembre"
"Ecuador","Sudamérica",2016-12-14,"EAuL11763yVaA61",95,40,55,47,0.85,12,5,9,2016,12,14,"Miércoles","Diciembre"
"Ecuador","Sudamérica",2016-03-02,"EAuL12090mCaA101",82,31,51,36,0.71,21,3,2,2016,3,2,"Miércoles","Marzo"
"Venezuela","Sudamérica",2015-08-19,"EAuL11809yDfF43",45,16,29,24,0.83,30,5,5,2015,8,19,"Miércoles","Agosto"
"Paraguay","Sudamérica",2016-01-28,"EAuL11794tGzZ31",91,40,51,48,0.94,10,4,10,2016,1,28,"Jueves","Enero"
"Ecuador","Sudamérica",2015-05-27,"EAuL11994iLbB21",28,5,23,7,0.3,20,3,10,2015,5,27,"Miércoles","Mayo"
"Venezuela","Sudamérica",2015-12-03,"EAuL11962dNaA78",42,8,34,14,0.41,3,2,10,2015,12,3,"Jueves","Diciembre"
"Ecuador","Sudamérica",2016-10-22,"EAuL12263yGsS26",60,21,39,28,0.72,29,3,2,2016,10,22,"Sábado","Octubre"
"Venezuela","Sudamérica",2016-02-02,"EAuL12030zXyY110",53,23,30,29,0.97,6,1,3,2016,2,2,"Martes","Febrero"
"Uruguay","Sudamérica",2015-10-14,"EAuL11841oKzZ37",112,37,75,45,0.6,22,1,5,2015,10,14,"Miércoles","Octubre"
"Ecuador","Sudamérica",2015-02-18,"EAuL11864eKdD16",30,4,26,5,0.19,12,4,6,2015,2,18,"Miércoles","Febrero"
"Bolivia","Sudamérica",2015-05-27,"EAuL12181mZtT96",45,9,36,10,0.28,12,4,9,2015,5,27,"Miércoles","Mayo"
"Paraguay","Sudamérica",2015-07-09,"EAuL12027fQuU41",20,5,15,12,0.8,24,5,1,2015,7,9,"Jueves","Julio"
"Bolivia","Sudamérica",2015-02-17,"EAuL12221lXrR104",83,37,46,43,0.93,14,2,10,2015,2,17,"Martes","Febrero"
"Bolivia","Sudamérica",2016-09-24,"EAuL12040fPkK87",18,6,12,8,0.67,21,2,1,2016,9,24,"Sábado","Septiembre"
"Bolivia","Sudamérica",2015-11-17,"EAuL12198nSeE25",38,12,26,19,0.73,13,4,6,2015,11,17,"Martes","Noviembre"
"Paraguay","Sudamérica",2015-04-23,"EAuL11947aRvV47",40,4,36,12,0.33,1,4,6,2015,4,23,"Jueves","Abril"
"Ecuador","Sudamérica",2015-01-29,"EAuL11975cXfF810",76,21,55,26,0.47,26,4,9,2015,1,29,"Jueves","Enero"
"Bolivia","Sudamérica",2015-03-17,"EAuL11954hVqQ41",24,8,16,9,0.56,23,4,6,2015,3,17,"Martes","Marzo"
"Venezuela","Sudamérica",2015-07-17,"EAuL12017nXwW88",45,9,36,16,0.44,16,2,6,2015,7,17,"Viernes","Julio"
"Ecuador","Sudamérica",2016-05-12,"EAuL12288wKyY101",68,26,42,34,0.81,15,5,10,2016,5,12,"Jueves","Mayo"
"Paraguay","Sudamérica",2016-07-24,"EAuL11839nGrR87",59,11,48,19,0.4,2,5,5,2016,7,24,"Domingo","Julio"
"Paraguay","Sudamérica",2015-06-04,"EAuL11909kKxX102",119,45,74,50,0.68,19,3,2,2015,6,4,"Jueves","Junio"
"Paraguay","Sudamérica",2016-02-06,"EAuL11859xBcC97",30,3,27,11,0.41,9,2,5,2016,2,6,"Sábado","Febrero"
"Paraguay","Sudamérica",2016-02-01,"EAuL11778gRiI63",80,35,45,42,0.93,3,1,5,2016,2,1,"Lunes","Febrero"
"Bolivia","Sudamérica",2016-08-20,"EAuL12021rCaA49",82,36,46,41,0.89,17,3,6,2016,8,20,"Sábado","Agosto"
"Venezuela","Sudamérica",2015-08-18,"EAuL11986ePoO14",18,6,12,11,0.92,12,1,10,2015,8,18,"Martes","Agosto"
"Ecuador","Sudamérica",2015-08-14,"EAuL11997cGdD410",67,29,38,37,0.97,19,3,2,2015,8,14,"Viernes","Agosto"
"Uruguay","Sudamérica",2015-01-07,"EAuL12066lNdD65",51,13,38,20,0.53,14,4,7,2015,1,7,"Miércoles","Enero"
"Bolivia","Sudamérica",2015-11-18,"EAuL12087pPdD36",59,11,48,18,0.38,24,3,1,2015,11,18,"Miércoles","Noviembre"
"Paraguay","Sudamérica",2015-02-08,"EAuL11912dPmM25",40,11,29,17,0.59,28,5,6,2015,2,8,"Domingo","Febrero"
"Uruguay","Sudamérica",2016-06-06,"EAuL12078xJmM210",66,28,38,35,0.92,22,4,5,2016,6,6,"Lunes","Junio"
"Venezuela","Sudamérica",2016-12-23,"EAuL12120zSeE67",65,24,41,30,0.73,7,4,6,2016,12,23,"Viernes","Diciembre"
"Paraguay","Sudamérica",2015-10-07,"EAuL11950rMbB87",40,8,32,9,0.28,22,1,6,2015,10,7,"Miércoles","Octubre"
"Venezuela","Sudamérica",2016-03-05,"EAuL12116vXlL35",98,38,60,45,0.75,7,3,2,2016,3,5,"Sábado","Marzo"
"Ecuador","Sudamérica",2016-05-05,"EAuL12155pLfF15",59,23,36,28,0.78,5,4,6,2016,5,5,"Jueves","Mayo"
"Ecuador","Sudamérica",2016-01-03,"EAuL11859mTjJ23",99,40,59,47,0.8,11,2,4,2016,1,3,"Domingo","Enero"
"Venezuela","Sudamérica",2015-06-16,"EAuL11999lEqQ89",25,4,21,6,0.29,13,5,7,2015,6,16,"Martes","Junio"
"Bolivia","Sudamérica",2015-11-11,"EAuL11958oBtT25",35,12,23,20,0.87,17,2,3,2015,11,11,"Miércoles","Noviembre"
"Paraguay","Sudamérica",2016-03-02,"EAuL12059zWdD35",83,37,46,42,0.91,8,5,4,2016,3,2,"Miércoles","Marzo"
"Uruguay","Sudamérica",2016-09-16,"EAuL12037jLcC17",90,39,51,45,0.88,26,3,3,2016,9,16,"Viernes","Septiembre"
"Venezuela","Sudamérica",2015-04-27,"EAuL11784wPxX104",36,6,30,13,0.43,20,3,6,2015,4,27,"Lunes","Abril"
"Ecuador","Sudamérica",2015-06-20,"EAuL11972qQgG910",31,7,24,14,0.58,1,5,3,2015,6,20,"Sábado","Junio"
"Bolivia","Sudamérica",2015-04-07,"EAuL11965nFfF210",57,15,42,22,0.52,16,5,7,2015,4,7,"Martes","Abril"
"Ecuador","Sudamérica",2016-05-19,"EAuL12255dXrR44",90,29,61,36,0.59,6,2,9,2016,5,19,"Jueves","Mayo"
"Venezuela","Sudamérica",2016-07-24,"EAuL11879rZrR35",54,10,44,15,0.34,23,3,3,2016,7,24,"Domingo","Julio"
"Venezuela","Sudamérica",2015-10-07,"EAuL12046wWyY86",39,10,29,16,0.55,8,4,10,2015,10,7,"Miércoles","Octubre"
"Venezuela","Sudamérica",2015-11-04,"EAuL12153uNrR45",47,8,39,9,0.23,23,3,6,2015,11,4,"Miércoles","Noviembre"
"Uruguay","Sudamérica",2016-02-16,"EAuL12069gKbB310",22,8,14,10,0.71,12,2,8,2016,2,16,"Martes","Febrero"
"Uruguay","Sudamérica",2015-03-15,"EAuL12228wWdD91",28,7,21,8,0.38,9,5,5,2015,3,15,"Domingo","Marzo"
"Ecuador","Sudamérica",2016-10-15,"EAuL11939xNkK510",95,36,59,41,0.69,7,1,9,2016,10,15,"Sábado","Octubre"
"Bolivia","Sudamérica",2016-01-29,"EAuL11991sKmM88",62,18,44,24,0.55,24,4,8,2016,1,29,"Viernes","Enero"
"Uruguay","Sudamérica",2015-06-03,"EAuL11971fJcC86",45,13,32,19,0.59,29,2,8,2015,6,3,"Miércoles","Junio"
"Paraguay","Sudamérica",2015-06-27,"EAuL11968fHyY51",60,19,41,27,0.66,3,5,10,2015,6,27,"Sábado","Junio"
"Paraguay","Sudamérica",2016-12-05,"EAuL11967gRoO1010",36,7,29,9,0.31,29,2,1,2016,12,5,"Lunes","Diciembre"
"Bolivia","Sudamérica",2016-05-14,"EAuL12007jFgG410",91,32,59,37,0.63,12,2,2,2016,5,14,"Sábado","Mayo"
"Venezuela","Sudamérica",2015-06-24,"EAuL12077pIwW75",53,16,37,23,0.62,3,4,6,2015,6,24,"Miércoles","Junio"
"Venezuela","Sudamérica",2015-02-01,"EAuL12076vRaA58",60,25,35,30,0.86,28,4,3,2015,2,1,"Domingo","Febrero"
"Uruguay","Sudamérica",2016-09-23,"EAuL12056kKbB69",89,39,50,46,0.92,20,2,5,2016,9,23,"Viernes","Septiembre"
"Paraguay","Sudamérica",2015-04-10,"EAuL11917oSvV33",44,6,38,11,0.29,13,5,2,2015,4,10,"Viernes","Abril"
"Paraguay","Sudamérica",2015-01-20,"EAuL12100kJtT57",85,35,50,42,0.84,3,1,3,2015,1,20,"Martes","Enero"
"Bolivia","Sudamérica",2016-08-27,"EAuL12013rBjJ62",84,35,49,40,0.82,10,1,7,2016,8,27,"Sábado","Agosto"
"Ecuador","Sudamérica",2015-10-12,"EAuL11898gSeE105",76,20,56,26,0.46,12,4,10,2015,10,12,"Lunes","Octubre"
"Paraguay","Sudamérica",2015-12-04,"EAuL11929gBfF107",96,43,53,50,0.94,24,3,3,2015,12,4,"Viernes","Diciembre"
"Bolivia","Sudamérica",2016-10-09,"EAuL11842lBzZ39",115,40,75,45,0.6,21,3,10,2016,10,9,"Domingo","Octubre"
"Ecuador","Sudamérica",2015-01-31,"EAuL12131qNxX62",40,6,34,12,0.35,24,3,5,2015,1,31,"Sábado","Enero"
"Paraguay","Sudamérica",2015-10-01,"EAuL12003lVfF77",46,8,38,15,0.39,2,3,10,2015,10,1,"Jueves","Octubre"
"Venezuela","Sudamérica",2015-06-04,"EAuL11981zBxX47",95,42,53,49,0.92,3,5,9,2015,6,4,"Jueves","Junio"
"Bolivia","Sudamérica",2016-08-02,"EAuL12030uPnN710",48,16,32,23,0.72,26,2,6,2016,8,2,"Martes","Agosto"
"Uruguay","Sudamérica",2016-06-29,"EAuL12116oUmM24",51,20,31,28,0.9,27,2,10,2016,6,29,"Miércoles","Junio"
"Ecuador","Sudamérica",2015-07-16,"EAuL12030xUxX85",84,23,61,31,0.51,16,4,5,2015,7,16,"Jueves","Julio"
"Venezuela","Sudamérica",2016-02-10,"EAuL11942kDxX61",113,39,74,47,0.64,25,4,8,2016,2,10,"Miércoles","Febrero"
"Bolivia","Sudamérica",2015-12-06,"EAuL11847tLeE21",16,6,10,7,0.7,18,1,8,2015,12,6,"Domingo","Diciembre"
"Ecuador","Sudamérica",2015-11-25,"EAuL12070oOuU83",40,16,24,23,0.96,19,3,8,2015,11,25,"Miércoles","Noviembre"
"Venezuela","Sudamérica",2016-06-11,"EAuL11962rCkK42",114,41,73,46,0.63,12,2,2,2016,6,11,"Sábado","Junio"
"Uruguay","Sudamérica",2016-01-18,"EAuL12161rJkK106",64,20,44,28,0.64,5,2,2,2016,1,18,"Lunes","Enero"
"Paraguay","Sudamérica",2016-04-23,"EAuL12080eLlL101",82,36,46,43,0.93,1,5,10,2016,4,23,"Sábado","Abril"
